config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	eta_mean	wall_seconds
gamma005	1	sat	0	1517	6.16226307	0.0	2.606666895000012	0.0	2.606666895000012	0.004062137818061964	0.04139560759261706	0.04142291340237472	7046.655031917008	4.645125268237975	3.934123847167325	0.5633700629987288
gamma005	2	sat	0	1534	5.340119254	0.0	2.316640972997564	-2.065014826e-14	2.316640972997564	0.0034811729165580185	0.035647042851369	0.03567029597782128	6374.914312020995	4.155745966115381	3.8123778501628665	0.4959557580004912
gamma005	3	sp-nonconvergence	255	2714	4.348830189	0.2798325102	0.05376901200000006	0.0	0.05376901200000006	0.0014992622250552688	0.023473255116285972	0.023473255116285972	6615.180236258202	2.4374282373832727	4.265930018416206	0.6606827409996185
gamma005	4	sat	0	684	6.097559656	0.0	4.999671509	0.0	4.999671509	0.008914560900584794	0.03220879341228068	0.03225595123572472	3912.961068726001	5.720703316850878	2.6583941605839416	0.2579442060086876
gamma005	5	sp-nonconvergence	255	1868	5.481132405	0.7883146412	0.08319887399999981	0.0	0.08319887399999981	0.002512215076980728	0.037788896141541746	0.037788896141541746	6345.464553142304	3.3969296323031606	4.933119315141787	0.6222755059716292
gamma010	1	sat	0	1469	6.16226307	0.0	2.6593383989366832	-1.898481372e-14	2.6593383989366832	0.004194869346494214	0.040160388351259346	0.04018774556403267	6710.322115002074	4.567952426822378	3.9346938775510205	0.4702090020000469
gamma010	2	sat	0	1496	5.340119254	0.0	2.288952532000014	0.0	2.288952532000014	0.003569598431818182	0.03463594103208558	0.03465910888561875	6189.132313659996	4.137120530521387	3.8109552438209753	0.5010841349721886
gamma010	3	sp-nonconvergence	255	2603	4.348830189	0.3328629362	0.06272747000000001	0.0	0.06272747000000001	0.001542822609604303	0.02396692422274297	0.02396692422274297	6317.558712132503	2.427029854833847	4.131720430107527	0.6108979970158543
gamma010	4	sat	0	644	6.097559656	0.0	5.11449361	5.11449361	0.07782346900000015	0.009468260335403727	0.03427013249378886	0.026369318376360844	3672.0083210529997	5.701876274927018	2.7674418604651163	0.20870861399453133
gamma010	5	sat	0	1410	5.481132405	0.0	2.340470488845503	1.544969708e-10	2.340470488845503	0.003887327946808511	0.039427396256028445	0.03945537879407069	5693.90287969665	4.03822899269266	4.056697377746279	0.5196194080053829
gamma025	1	sat	0	1961	6.16226307	0.0	1.1671225211993121	-1.587618925e-14	1.1671225211993121	0.003142408500764916	0.043132030911779626	0.04315403704999991	7345.807677148932	3.745949860861261	4.958715596330276	0.7374487800116185
gamma025	2	sat	0	1403	5.340119254	0.0	2.346255548989856	-2.26485497e-14	2.346255548989856	0.0038062147213114754	0.035340615636493246	0.035365822922967194	5795.481645810025	4.130778079693532	3.767094017094017	0.5058669540158007
gamma025	3	walksat-fail	0	2022	4.348830189	0.0	0.9364133523503396	0.0	0.9364133523503396	0.0021507567700296735	0.027065373367754744	0.027078765437704152	5570.262834682657	2.7548283059755967	3.7943648047454275	82.84645373199601
gamma025	4	sat	0	565	6.097559656	0.0	5.027676250968838	0.0	5.027676250968838	0.010792140984070796	0.037673763309734494	0.03774056076241133	3218.6179046660304	5.696668857815983	2.7879858657243815	0.1881174049922265
gamma025	5	sat	0	1631	5.481132405	0.0	1.8348049160000004	0.0	1.8348049160000004	0.0033605962017167383	0.03564125629368484	0.03566312209509201	6085.746579907494	3.7312977191339636	4.023897058823529	0.52658832599991
gamma050	1	sat	0	1347	6.16226307	0.0	2.38548880259719	-2.797762022e-14	2.38548880259719	0.004574805545657016	0.04348969294135121	0.04352200326300153	6001.108237777399	4.4551657296046026	4.100890207715134	0.49754569501965307
gamma050	2	sat	0	1651	5.340119254	0.0	1.666172206411452	1.454392162e-14	1.666172206411452	0.0032344756232586314	0.038851284030284636	0.038874830263030256	6077.115847208644	3.6808696833486634	4.588377723970944	0.6665856460167561
gamma050	3	walksat-fail	0	2090	4.348830189	0.0	0.4615259429333331	1.654232307e-14	0.4615259429333331	0.002080779994736842	0.027967700713492777	0.027981088794255572	5319.723639405878	2.5453223155052047	4.553802008608321	66.74056828799075
gamma050	4	sat	0	523	6.097559656	0.0	5.023561633996893	0.0	5.023561633996893	0.01165881387380497	0.04144658911281068	0.04152598870881224	2977.6906410210026	5.693481149179737	3.0209923664122136	0.24571243801619858
gamma050	5	sat	0	1178	5.481132405	0.0	2.4600634200000333	0.0	2.4600634200000333	0.0046529137563667234	0.041107638021222435	0.0411425637969414	4939.521211543502	4.193141945283109	4.325699745547074	0.43472446300438605
