# scorer=cert K=3 N=300 M=1245 seed=1 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lyapunov=0 lyapunov_step=-1 lyapunov_check=0 stability_constrained=1 tight_physical=1 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,lyapunov_rho,lyapunov_exponent,lyapunov_iterations,lyapunov_jvp_error,tight_converged,tight_lyapunov_rho,tight_lyapunov_exponent,tight_lyapunov_iterations,tight_Sigma,selected_stability_rho,selected_stability_sigma,stability_probes
527,dec,273,1030,2.353671774,0.00784557258,2,0,0.9828469243,27,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
528,back,272,1023,2.337843953,0.007792813176,2,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.353832377,1
529,dec,273,1030,2.353681787,0.007845605955,2,0,0.9828469243,27,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
530,dec,272,1023,2.337849225,0.00779283075,2,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
531,back,271,1016,2.322112177,0.007740373924,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
532,dec,272,1023,2.338004616,0.007793348721,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
533,back,271,1016,2.322205853,0.007740686176,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
534,dec,272,1023,2.337964224,0.007793214079,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
535,back,271,1016,2.322085392,0.007740284639,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
536,dec,272,1023,2.338095942,0.007793653139,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
537,back,271,1016,2.322052689,0.007740175629,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
538,dec,272,1023,2.338103659,0.007793678864,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
539,back,271,1016,2.322094745,0.007740315817,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
540,dec,272,1023,2.338096147,0.007793653824,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
541,back,271,1016,2.322098683,0.007740328944,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
542,dec,272,1023,2.338085991,0.007793619971,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
543,back,271,1016,2.322092362,0.007740307875,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
544,dec,272,1023,2.338088397,0.00779362799,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
545,back,271,1016,2.322090813,0.007740302708,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
546,dec,272,1023,2.338089516,0.00779363172,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
547,back,271,1016,2.322090912,0.007740303039,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.33797461,1
548,dec,272,1023,2.338088352,0.007793627841,3,0,0.9828469243,28,0,-inf,0,0,0,0,-inf,0,0,0,2.321981837,1
549,dec,271,1016,2.322091046,0.007740303485,3,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
550,back,270,1005,2.312180808,0.00770726936,3,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.315875294,1
551,dec,271,1012,2.315803313,0.007719344377,2,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
552,back,270,1005,2.312000821,0.007706669404,1,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.324641359,1
553,dec,271,1012,2.324533395,0.00774844465,2,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
554,back,270,1005,2.311904595,0.00770634865,2,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.324139046,1
555,dec,271,1009,2.324235906,0.007747453022,2,0,0.9828469243,29,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
556,back,270,1005,2.311812643,0.007706042142,2,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
557,dec,270,1005,2.311971417,0.007706571389,0,1,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
558,back,269,995,2.297929833,0.007659766109,3,0,0.9828469243,31,0,-inf,0,0,0,0,-inf,0,0,0,2.308758991,1
559,dec,270,1000,2.308729228,0.007695764094,2,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
560,back,269,995,2.297751837,0.00765917279,1,0,0.9828469243,31,0,-inf,0,0,0,0,-inf,0,0,0,2.310450173,1
561,dec,270,1001,2.310318875,0.007701062917,3,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
562,back,269,995,2.297686184,0.007658953946,3,0,0.9828469243,31,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
563,dec,270,1005,2.3119675,0.007706558335,2,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
564,back,269,995,2.297532217,0.007658440724,2,0,0.9828469243,31,0,-inf,0,0,0,0,-inf,0,0,0,2.308110969,1
565,dec,270,1003,2.308166402,0.007693888006,2,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
566,back,269,995,2.297872799,0.007659575997,1,0,0.9828469243,31,0,-inf,0,0,0,0,-inf,0,0,0,2.311890768,1
567,dec,270,1005,2.312198037,0.007707326791,2,0,0.9828469243,30,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
568,dec,269,995,2.297705681,0.007659018937,2,0,0.9828469243,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
569,back,268,986,2.279963274,0.007599877578,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
570,dec,269,995,2.297889638,0.007659632125,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
571,back,268,987,2.279966049,0.00759988683,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
572,dec,269,995,2.29759738,0.007658657933,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
573,back,268,986,2.280048147,0.00760016049,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
574,dec,269,995,2.297802353,0.007659341178,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
575,back,268,986,2.280226257,0.00760075419,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
576,dec,269,995,2.298001018,0.007660003395,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
577,back,268,987,2.279964815,0.007599882715,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
578,dec,269,995,2.29760638,0.007658687934,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
579,back,268,986,2.280014159,0.007600047198,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
580,dec,269,995,2.297775069,0.00765925023,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
581,back,268,986,2.280218643,0.00760072881,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
582,dec,269,995,2.297985613,0.007659952045,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
583,back,268,987,2.279952807,0.00759984269,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
584,dec,269,995,2.29760267,0.007658675565,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
585,back,268,986,2.280011379,0.007600037931,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.297732696,1
586,dec,269,995,2.29777509,0.007659250301,3,0,0.9822537721,31,0,-inf,0,0,0,0,-inf,0,0,0,2.279999255,1
587,dec,268,986,2.280217929,0.007600726429,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.262198751,1
588,back,267,978,2.262123879,0.007540412931,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
589,dec,268,987,2.279814382,0.007599381272,3,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
590,back,267,977,2.264963397,0.007549877988,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279080424,1
591,dec,268,985,2.279091301,0.007596971002,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
592,back,267,977,2.264874604,0.007549582014,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
593,dec,268,987,2.279844222,0.007599480739,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
594,back,267,977,2.264841836,0.007549472788,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
595,dec,268,987,2.279812505,0.007599375017,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
596,back,267,977,2.264759373,0.007549197912,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
597,dec,268,987,2.279761845,0.007599206151,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
598,back,267,977,2.264626025,0.007548753417,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
599,dec,268,987,2.279584807,0.007598616025,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
600,back,267,977,2.264514133,0.007548380444,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
601,dec,268,987,2.279546549,0.007598488497,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
602,back,267,977,2.264533517,0.007548445058,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
603,dec,268,987,2.279575081,0.007598583604,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
604,back,267,977,2.264558193,0.007548527308,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.279747926,1
605,dec,268,987,2.279601308,0.007598671026,2,0,0.9822537721,32,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
606,dec,267,977,2.264578949,0.007548596496,2,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
607,back,266,968,2.246983982,0.007489946606,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
608,dec,267,977,2.264883957,0.00754961319,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
609,back,266,968,2.247305946,0.007491019819,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
610,dec,267,977,2.264977619,0.007549925397,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
611,back,266,968,2.247360653,0.007491202177,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
612,dec,267,977,2.265020337,0.007550067791,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
613,back,266,968,2.247350027,0.007491166757,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
614,dec,267,977,2.264989065,0.007549963551,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
615,back,266,968,2.247322259,0.007491074196,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
616,dec,267,977,2.264967629,0.007549892097,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
617,back,266,968,2.247310893,0.007491036309,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
618,dec,267,977,2.264960098,0.007549866992,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
619,back,266,968,2.247306634,0.007491022115,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
620,dec,267,977,2.264958091,0.007549860304,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
621,back,266,968,2.247305091,0.00749101697,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
622,dec,267,977,2.264958002,0.007549860007,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
623,back,266,968,2.247305869,0.007491019564,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.264710495,1
624,dec,267,977,2.264959496,0.007549864986,3,0,0.9822537721,33,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
625,dec,266,968,2.247307735,0.007491025784,3,0,0.9822537721,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
626,back,265,960,2.227941834,0.007426472781,2,0,0.981884741,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
627,dec,266,968,2.246919868,0.007489732893,3,0,0.981884741,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
628,back,265,960,2.227873082,0.007426243606,3,0,0.9811755543,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
629,dec,266,968,2.246749419,0.007489164731,2,0,0.9811755543,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
630,back,265,960,2.227676997,0.007425589989,3,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
631,dec,266,968,2.246830093,0.007489433644,3,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
632,back,265,960,2.227731046,0.007425770152,2,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
633,dec,266,968,2.246635311,0.007488784368,3,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
634,back,265,960,2.227827817,0.007426092722,3,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
635,dec,266,968,2.246737581,0.007489125271,2,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
636,back,265,960,2.227641108,0.007425470359,3,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
637,dec,266,968,2.246864273,0.007489547577,3,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
638,back,265,960,2.227701486,0.00742567162,2,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
639,dec,266,968,2.246677861,0.007488926203,3,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
640,back,265,960,2.227858849,0.007426196162,3,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
641,dec,266,968,2.246730038,0.007489100127,2,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
642,back,265,960,2.227659705,0.007425532349,3,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.247052485,1
643,dec,266,968,2.24687023,0.007489567435,3,0,0.9807224752,34,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
644,dec,265,960,2.227705092,0.007425683639,2,0,0.9807224752,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
645,back,264,953,2.208161202,0.007360537341,2,0,0.9802116452,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
646,dec,265,960,2.228450281,0.007428167602,2,0,0.9802116452,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
647,back,264,953,2.208356134,0.007361187114,2,0,0.9798300519,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
648,dec,265,960,2.228594029,0.007428646764,2,0,0.9798300519,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
649,back,264,953,2.208206699,0.007360688996,2,0,0.9798300519,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
650,dec,265,960,2.228441542,0.007428138475,2,0,0.9798300519,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
651,back,264,953,2.208268316,0.007360894386,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
652,dec,265,960,2.228566973,0.007428556576,2,0,0.9797767381,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
653,back,264,953,2.208377033,0.007361256776,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
654,dec,265,960,2.228671415,0.007428904717,2,0,0.9797767381,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
655,back,264,953,2.20845251,0.007361508366,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
656,dec,265,960,2.228713547,0.007429045155,2,0,0.9797767381,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
657,back,264,953,2.208479291,0.007361597636,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
658,dec,265,960,2.228714902,0.007429049674,2,0,0.9797767381,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
659,back,264,953,2.208474468,0.007361581561,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
660,dec,265,960,2.228709237,0.00742903079,2,0,0.9797767381,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
661,back,264,953,2.208465164,0.007361550548,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.22802896,1
662,dec,265,960,2.228702512,0.007429008372,2,0,0.9797767381,35,0,-inf,0,0,0,0,-inf,0,0,0,2.207781068,1
663,dec,264,953,2.208459952,0.007361533175,2,0,0.9797767381,36,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
664,back,263,945,2.198931627,0.007329772089,2,0,0.9797767381,37,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
665,dec,263,945,2.19849493,0.007328316433,0,1,0.9797767381,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
666,back,262,937,2.177851086,0.007259503622,2,0,0.9797767381,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
667,dec,263,945,2.19863799,0.007328793298,4,0,0.9797767381,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
668,back,262,937,2.177906122,0.007259687073,2,0,0.9797178612,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
669,dec,263,945,2.198516415,0.00732838805,3,0,0.9797178612,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
670,back,262,937,2.178465776,0.007261552586,2,0,0.9797178612,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
671,dec,263,945,2.198994216,0.00732998072,3,0,0.9797178612,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
672,back,262,937,2.177661492,0.007258871642,4,0,0.9797178612,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
673,dec,263,945,2.198293228,0.007327644094,4,0,0.9797178612,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
674,back,262,937,2.17781319,0.007259377299,3,0,0.9797178612,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
675,dec,263,945,2.197752805,0.007325842683,3,0,0.9797178612,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
676,back,262,937,2.17802877,0.007260095901,2,0,0.9796015946,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
677,dec,263,945,2.198279967,0.00732759989,5,0,0.9796015946,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
678,back,262,937,2.177418264,0.007258060881,2,0,0.9796015946,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
679,dec,263,945,2.197991525,0.007326638416,4,0,0.9796015946,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
680,back,262,937,2.177412896,0.007258042986,3,0,0.9796015946,38,0,-inf,0,0,0,0,-inf,0,0,0,2.198514546,1
681,dec,263,945,2.198239624,0.007327465414,4,0,0.9796015946,37,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
682,dec,262,937,2.177356579,0.007257855262,3,0,0.979461279,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
683,back,261,930,2.155901953,0.007186339844,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
684,dec,262,937,2.178263943,0.007260879809,2,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
685,back,261,930,2.156800048,0.007189333494,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
686,dec,262,937,2.178219397,0.007260731323,3,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
687,back,261,930,2.156718945,0.00718906315,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
688,dec,262,937,2.178290057,0.007260966857,2,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
689,back,261,930,2.156570671,0.007188568902,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
690,dec,262,937,2.178287668,0.007260958893,2,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
691,back,261,930,2.156725698,0.007189085659,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
692,dec,262,937,2.178183169,0.007260610565,3,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
693,back,261,930,2.156726559,0.007189088531,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
694,dec,262,937,2.178403972,0.007261346573,2,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
695,back,261,930,2.156594648,0.007188648826,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
696,dec,262,937,2.178357735,0.00726119245,2,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
697,back,261,930,2.156799284,0.007189330947,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
698,dec,262,937,2.178216186,0.007260720619,3,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
699,back,261,930,2.156716725,0.007189055751,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.178065596,1
700,dec,262,937,2.178385033,0.007261283444,2,0,0.9781790691,38,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
701,dec,261,930,2.15657493,0.0071885831,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
702,back,260,926,2.134902691,0.007116342302,3,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156184174,1
703,dec,261,933,2.156162373,0.00718720791,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
704,back,260,926,2.135317318,0.007117724394,3,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
705,dec,261,930,2.156490132,0.007188300439,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
706,back,260,926,2.135085013,0.007116950042,2,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
707,dec,261,930,2.156705746,0.007189019152,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
708,back,260,926,2.135037856,0.007116792853,3,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
709,dec,261,930,2.156579342,0.007188597806,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
710,back,260,926,2.13499675,0.007116655833,3,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
711,dec,261,930,2.156718744,0.007189062481,2,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
712,back,260,926,2.135359898,0.007117866326,2,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
713,dec,261,930,2.156389815,0.007187966049,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
714,back,260,926,2.135258304,0.007117527679,2,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
715,dec,261,930,2.156310686,0.007187702288,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
716,back,260,926,2.135279308,0.007117597695,2,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
717,dec,261,930,2.156310367,0.007187701223,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
718,back,260,926,2.135208378,0.007117361259,2,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.156459275,1
719,dec,261,930,2.156326656,0.007187755521,3,0,0.9781790691,39,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
720,dec,260,926,2.135179522,0.007117265072,2,0,0.9781790691,40,0,-inf,0,0,0,0,-inf,0,0,0,2.111977584,1
721,back,259,917,2.111882805,0.007039609351,3,0,0.976883579,41,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
722,dec,260,926,2.134948138,0.007116493792,5,0,0.976883579,40,0,-inf,0,0,0,0,-inf,0,0,0,2.111429389,1
723,back,259,923,2.111707202,0.007039024006,2,0,0.976883579,41,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
724,dec,260,926,2.135084828,0.007116949428,2,0,0.976883579,40,0,-inf,0,0,0,0,-inf,0,0,0,2.111429389,1
725,back,259,923,2.111473254,0.00703824418,2,0,0.976883579,41,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
726,dec,260,926,2.135165032,0.007117216773,2,0,0.976883579,40,0,-inf,0,0,0,0,-inf,0,0,0,2.111977584,1
727,back,259,917,2.11217298,0.007040576601,3,0,0.976883579,41,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
728,dec,260,926,2.134960069,0.007116533563,3,0,0.976883579,40,0,-inf,0,0,0,0,-inf,0,0,0,2.111977584,1
729,back,259,917,2.112018805,0.007040062682,3,0,0.976883579,41,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
730,dec,260,926,2.135134017,0.00711711339,3,0,0.976883579,40,0,-inf,0,0,0,0,-inf,0,0,0,2.111977584,1
731,back,259,917,2.112016971,0.007040056569,3,0,0.976883579,41,0,-inf,0,0,0,0,-inf,0,0,0,2.135060643,1
