# scorer=cert K=3 N=300 M=1245 seed=1 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lyapunov=1 lyapunov_step=1400 lyapunov_check=0 adjoint_check=1 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,lyapunov_rho,lyapunov_exponent,lyapunov_iterations,lyapunov_jvp_error,adjoint_identity_error,adjoint_eigenvalue,adjoint_overlap,adjoint_right_residual,adjoint_left_residual,tight_converged,tight_lyapunov_rho,tight_lyapunov_exponent,tight_lyapunov_iterations,tight_Sigma
1037,back,240,818,1.746954928,0.005823183093,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1038,dec,241,826,1.768659308,0.005895531027,4,0,0.9758391001,59,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1039,back,240,821,1.746109909,0.005820366362,4,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1040,dec,241,826,1.768563133,0.005895210444,4,0,0.9758391001,59,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1041,back,240,818,1.747011574,0.005823371913,2,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1042,dec,241,826,1.768597358,0.005895324526,3,0,0.9758391001,59,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1043,dec,240,821,1.746124578,0.005820415258,5,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1044,back,239,813,1.725744234,0.00575248078,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1045,dec,240,821,1.746299535,0.00582099845,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1046,back,239,813,1.726064326,0.005753547753,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1047,dec,240,821,1.746475223,0.005821584078,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1048,back,239,813,1.726085639,0.005753618795,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1049,dec,240,821,1.746471025,0.005821570082,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1050,back,239,813,1.726029794,0.005753432647,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1051,dec,240,821,1.746412169,0.005821373896,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1052,back,239,813,1.72595433,0.005753181101,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1053,dec,240,821,1.746321934,0.005821073113,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1054,back,239,813,1.725888669,0.00575296223,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1055,dec,240,821,1.746276936,0.00582092312,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1056,back,239,813,1.72586153,0.005752871768,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1057,dec,240,821,1.746264369,0.005820881232,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1058,back,239,813,1.72585736,0.005752857867,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1059,dec,240,821,1.746269012,0.005820896705,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1060,back,239,813,1.725866132,0.005752887107,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1061,dec,240,821,1.746279455,0.005820931518,3,0,0.9758391001,60,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1062,dec,239,813,1.725876326,0.005752921086,3,0,0.9758391001,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1063,back,238,809,1.702375005,0.005674583351,3,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1064,dec,239,813,1.725647332,0.005752157774,4,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1065,back,238,809,1.702661068,0.005675536894,4,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1066,dec,239,813,1.726078852,0.005753596173,3,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1067,back,238,809,1.702466086,0.005674886953,4,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1068,dec,239,813,1.726049368,0.005753497893,3,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1069,back,238,809,1.703168983,0.005677229945,3,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1070,dec,239,813,1.726770341,0.005755901136,3,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1071,back,238,809,1.703059201,0.005676864005,4,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1072,dec,239,813,1.726591296,0.005755304321,3,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1073,back,238,809,1.703632773,0.005678775912,3,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1074,dec,239,813,1.726916307,0.00575638769,3,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1075,back,238,809,1.703368226,0.005677894086,4,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1076,dec,239,813,1.726795192,0.005755983975,3,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1077,back,238,809,1.703109234,0.005677030781,4,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1078,dec,239,813,1.725487431,0.005751624771,4,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1079,back,238,809,1.703275328,0.005677584427,3,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1080,dec,239,813,1.725628242,0.005752094141,4,0,0.9750974568,61,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1081,dec,238,809,1.702018508,0.005673395028,4,0,0.9750974568,62,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1082,back,237,801,1.681518132,0.00560506044,4,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1083,dec,237,801,1.681967242,0.005606557472,0,1,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1084,back,236,794,1.658032439,0.005526774795,4,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1085,dec,237,801,1.681692893,0.005605642977,4,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1086,back,236,794,1.657966106,0.005526553687,5,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1087,dec,237,801,1.681354495,0.005604514982,5,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1088,back,236,794,1.657490013,0.005524966711,5,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1089,dec,237,801,1.681705814,0.005605686047,4,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1090,back,236,794,1.658178072,0.005527260241,4,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1091,dec,237,801,1.68158692,0.005605289732,5,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1092,back,236,794,1.65753934,0.005525131135,5,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1093,dec,237,801,1.681722335,0.005605741116,4,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1094,back,236,794,1.658150202,0.005527167339,4,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1095,dec,237,801,1.681581445,0.005605271485,5,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1096,back,236,794,1.657531026,0.005525103418,5,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1097,dec,237,801,1.681705915,0.005605686382,4,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1098,back,236,794,1.658160794,0.005527202645,4,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1099,dec,237,801,1.681572858,0.005605242861,5,0,0.9750974568,63,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1100,dec,236,794,1.657526629,0.005525088762,5,0,0.9750974568,64,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1101,back,235,787,1.653111431,0.005510371436,2,0,0.9750974568,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1102,dec,235,787,1.652826116,0.005509420386,0,1,0.9750974568,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1103,back,234,782,1.6263918,0.005421306,3,0,0.9737149254,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1104,dec,235,787,1.651742661,0.005505808872,3,0,0.9737149254,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1105,back,234,783,1.625473547,0.005418245158,4,0,0.9736418958,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1106,dec,235,787,1.65228294,0.005507609801,5,0,0.9736418958,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1107,back,234,782,1.626516629,0.005421722096,5,0,0.9730003276,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1108,dec,235,787,1.651826017,0.005506086723,3,0,0.9730003276,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1109,back,234,782,1.626496892,0.005421656308,5,0,0.9730003276,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1110,dec,235,787,1.651701875,0.005505672916,3,0,0.9730003276,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1111,back,234,783,1.625577825,0.005418592749,6,0,0.9730003276,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1112,dec,235,787,1.652326318,0.005507754392,4,0,0.9730003276,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1113,back,234,782,1.626173789,0.005420579297,3,0,0.972975783,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1114,dec,235,787,1.65203733,0.0055067911,4,0,0.972975783,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1115,back,234,782,1.625973318,0.00541991106,4,0,0.972975783,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1116,dec,235,787,1.652173036,0.005507243453,4,0,0.972975783,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1117,back,234,782,1.625901124,0.005419670414,4,0,0.972975783,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1118,dec,235,787,1.65206961,0.0055068987,4,0,0.972975783,65,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1119,dec,234,782,1.62579141,0.0054193047,4,0,0.972975783,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1120,back,233,778,1.604468364,0.005348227879,5,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1121,dec,234,783,1.625747555,0.005419158515,4,0,0.972975783,66,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1122,back,233,776,1.621164217,0.005403880725,1,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1123,dec,233,776,1.620945863,0.005403152876,0,1,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1124,back,232,771,1.600549118,0.005335163727,2,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1125,dec,233,779,1.614630297,0.00538210099,2,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1126,back,232,771,1.600638889,0.005335462964,2,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1127,dec,233,776,1.603981852,0.005346606172,3,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1128,back,232,771,1.600580953,0.005335269842,1,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1129,dec,233,779,1.619635963,0.005398786542,3,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1130,back,232,771,1.600232342,0.005334107807,3,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1131,dec,233,776,1.620630057,0.005402100189,3,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1132,back,232,771,1.6002361,0.005334120332,3,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1133,dec,233,776,1.621075177,0.005403583924,3,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1134,back,232,771,1.600498426,0.005334994754,3,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1135,dec,233,776,1.620813765,0.005402712549,3,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1136,back,232,771,1.600182273,0.00533394091,3,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1137,dec,233,779,1.600726084,0.005335753613,5,0,0.972975783,67,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1138,dec,232,771,1.600475513,0.005334918378,1,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1139,back,231,767,1.573907046,0.005246356818,5,0,0.972975783,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1140,dec,232,771,1.600895256,0.005336317522,5,0,0.972975783,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1141,back,231,766,1.572699015,0.005242330049,5,0,0.9728893318,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1142,dec,232,771,1.600891019,0.005336303395,7,0,0.9728893318,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1143,back,231,767,1.574153487,0.005247178291,5,0,0.9727803274,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1144,dec,232,771,1.600703499,0.005335678331,5,0,0.9727803274,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1145,back,231,767,1.57360671,0.005245355699,5,0,0.9727803274,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1146,dec,232,771,1.60064603,0.005335486767,6,0,0.9727803274,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1147,back,231,767,1.573421602,0.005244738672,7,0,0.9727803274,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1148,dec,232,771,1.600588095,0.005335293651,7,0,0.9727803274,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1149,back,231,766,1.572571544,0.005241905145,6,0,0.9727803274,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1150,dec,232,771,1.60069942,0.005335664734,6,0,0.9727803274,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1151,back,231,767,1.574180875,0.005247269584,5,0,0.97270312,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1152,dec,232,771,1.600775865,0.00533591955,5,0,0.97270312,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1153,back,231,767,1.573596348,0.005245321161,5,0,0.97270312,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1154,dec,232,771,1.600949231,0.005336497438,5,0,0.97270312,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1155,back,231,767,1.573465338,0.005244884459,6,0,0.97270312,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1156,dec,232,771,1.600582082,0.005335273607,7,0,0.97270312,68,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1157,dec,231,766,1.572907436,0.005243024787,4,0,0.97270312,69,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1158,back,230,762,1.568441572,0.005228138573,2,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1159,dec,230,762,1.568284336,0.005227614454,0,1,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1160,back,229,756,1.5467876,0.005155958668,4,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1161,dec,230,762,1.567689199,0.005225630662,5,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1162,back,229,756,1.546774339,0.005155914462,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1163,dec,230,762,1.568461149,0.00522820383,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1164,back,229,756,1.546972003,0.005156573344,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1165,dec,230,762,1.568514715,0.005228382384,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1166,back,229,756,1.547018881,0.005156729602,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1167,dec,230,762,1.568506148,0.005228353828,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1168,back,229,756,1.547005289,0.005156684296,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1169,dec,230,762,1.568525275,0.005228417585,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1170,back,229,756,1.547002672,0.005156675572,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1171,dec,230,762,1.568518787,0.005228395957,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1172,back,229,756,1.54700268,0.005156675601,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1173,dec,230,762,1.568521223,0.005228404076,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1174,back,229,756,1.547001509,0.005156671697,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1175,dec,230,762,1.568520445,0.005228401483,6,0,0.97270312,70,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1176,dec,229,756,1.547002446,0.00515667482,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1177,back,228,752,1.520817928,0.005069393095,5,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1178,dec,229,756,1.547142988,0.005157143292,5,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1179,back,228,752,1.520640337,0.005068801125,5,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1180,dec,229,756,1.546802797,0.005156009324,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1181,back,228,752,1.520576474,0.005068588246,5,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1182,dec,229,756,1.546927485,0.005156424951,6,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1183,back,228,752,1.520281434,0.00506760478,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1184,dec,229,756,1.546788774,0.005155962581,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1185,back,228,752,1.52031816,0.005067727201,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1186,dec,229,756,1.546807492,0.005156024972,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1187,back,228,752,1.520403651,0.005068012168,6,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1188,dec,229,756,1.546741775,0.005155805915,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1189,back,228,752,1.520291041,0.005067636804,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1190,dec,229,756,1.546817511,0.00515605837,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1191,back,228,752,1.520404974,0.005068016579,6,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1192,dec,229,756,1.546746063,0.005155820209,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1193,back,228,752,1.520287263,0.005067624211,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1194,dec,229,756,1.546821476,0.005156071588,7,0,0.97270312,71,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1195,dec,228,752,1.520405077,0.005068016923,6,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1196,back,227,746,1.494320776,0.004981069252,3,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1197,dec,228,752,1.520577281,0.005068590937,4,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1198,back,227,746,1.494521612,0.004981738705,4,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1199,dec,228,750,1.521267799,0.005070892663,6,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1200,back,227,746,1.493918373,0.004979727911,7,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1201,dec,228,750,1.520503408,0.005068344693,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1202,back,227,746,1.494077624,0.004980258747,6,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1203,dec,228,750,1.520509269,0.005068364231,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1204,back,227,746,1.493925159,0.004979750529,7,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1205,dec,228,750,1.520550635,0.005068502117,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1206,back,227,746,1.494036608,0.004980122026,6,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1207,dec,228,750,1.520504927,0.005068349758,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1208,back,227,746,1.493920628,0.004979735426,7,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1209,dec,228,750,1.520571822,0.005068572739,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1210,back,227,746,1.49404087,0.004980136232,6,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1211,dec,228,750,1.52050291,0.005068343034,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1212,back,227,746,1.493921643,0.004979738809,7,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1213,dec,228,750,1.520570267,0.005068567558,7,0,0.97270312,72,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1214,dec,227,746,1.494040592,0.004980135307,6,0,0.97270312,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1215,back,226,736,1.463661548,0.004878871827,5,0,0.9703531289,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1216,dec,227,746,1.494420742,0.004981402472,5,0,0.9703531289,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1217,back,226,736,1.463943811,0.004879812702,5,0,0.9694715902,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1218,dec,227,746,1.49440995,0.004981366501,5,0,0.9694715902,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1219,back,226,736,1.463322227,0.004877740758,7,0,0.969452159,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1220,dec,227,746,1.493917176,0.004979723919,5,0,0.969452159,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1221,back,226,739,1.463908538,0.004879695126,7,0,0.969452159,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1222,dec,227,746,1.49378793,0.004979293099,7,0,0.969452159,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1223,back,226,736,1.463633827,0.004878779424,5,0,0.969452159,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1224,dec,227,746,1.493975647,0.004979918825,7,0,0.969452159,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1225,back,226,736,1.463346606,0.004877822021,5,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1226,dec,227,746,1.49434685,0.004981156168,5,0,0.969286731,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1227,back,226,739,1.464070384,0.004880234612,4,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1228,dec,227,746,1.493974708,0.004979915694,7,0,0.969286731,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1229,back,226,736,1.463757377,0.004879191255,5,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1230,dec,227,746,1.49389525,0.004979650835,7,0,0.969286731,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1231,back,226,736,1.461648813,0.00487216271,5,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1232,dec,227,746,1.493792758,0.004979309194,6,0,0.969286731,73,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1233,dec,226,736,1.463864183,0.004879547275,6,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1234,back,225,726,1.439017535,0.004796725117,5,0,0.969286731,75,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1235,dec,226,736,1.444636902,0.00481545634,3,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1236,back,225,726,1.438691373,0.004795637909,2,0,0.969286731,75,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1237,dec,226,730,1.46716084,0.004890536133,5,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1238,back,225,724,1.441819718,0.004806065727,3,0,0.969286731,75,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1239,dec,226,730,1.461587433,0.00487195811,4,0,0.969286731,74,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
1240,back,225,722,1.461094153,0.004870313844,1,0,0.969286731,75,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
