seed	solutions	b	t	mean_c1	mean_v1	mean_core_fraction	ess	seconds
56	6	1.0	0.8	39.88437765132882	18.386535588881497	0.0192449442347187	3.5550276096525146	1.8729615340125747
56	6	0.8	1.0	44.57377049180327	18.852459016393446	0.26229508196721313	5.809523809523808	1.8729615340125747
56	6	0.8	0.95	42.21113766109026	18.62549526936934	0.1367284400431179	4.914870643896956	1.8729615340125747
56	6	0.8	0.9	40.85822468191519	18.4793531240221	0.06581833468389613	4.1751183019817635	1.8729615340125747
56	6	0.8	0.8	39.68916241064891	18.328188778513876	0.0133375875138908	3.337845465109334	1.8729615340125747
56	6	0.6	1.0	43.13265306122448	18.6734693877551	0.18367346938775508	5.157894736842105	1.8729615340125747
56	6	0.6	0.95	41.32268739824293	18.49033344105287	0.09025146764116487	4.288078595122461	1.8729615340125747
56	6	0.6	0.9	40.342151076267754	18.37865237548866	0.04186796865404793	3.7207736039620025	1.8729615340125747
56	6	0.6	0.8	39.48335327772579	18.26245489415465	0.008165546354489298	3.057220334417209	1.8729615340125747
57	8	1.0	1.0	49.25	18.5	0.44999999999999996	8.0	1.7801361589808948
